,full_name,engine_capacity,resale_price,registered_year,insurance,transmission_type,kms_driven,owner_type,fuel_type,brand
295,AMG A,1991.0,5375000.0,2022,Third,Automatic,20000.0,First,Petrol,Mercedes-Benz
296,Astor Sharp,1498.0,1400000.0,2022,Third,Manual,30000.0,First,Petrol,MG
297,Verna 1.4,1396.0,590000.0,2017,Third,Manual,80000.0,Second,Diesel,Hyundai
298,Swift Dzire,1248.0,380000.0,2013,Third,Manual,80000.0,Second,Diesel,Maruti
299,Swift Dzire,1248.0,389000.0,2014,First,Manual,97697.0,First,Diesel,Maruti
300,Swift Dzire,1197.0,355000.0,2014,First,Manual,60708.0,First,Petrol,Maruti
301,Ignis 1.2,1197.0,504000.0,2019,Third,Manual,72225.0,First,Petrol,Maruti
302,Duster 110PS,1461.0,532000.0,2016,Third,Manual,94226.0,Second,Diesel,Renault
303,Baleno Zeta,1197.0,705000.0,2021,Third,Manual,22808.0,First,Petrol,Maruti
304,S-Presso VXI,998.0,341000.0,2020,Third,Manual,76980.0,First,Petrol,Maruti
305,Punto 1.2,1172.0,140000.0,2012,Third,Manual,50000.0,First,Petrol,Fiat
306,XUV500 W4,2179.0,490000.0,2014,Third,Manual,100000.0,Third,Diesel,Mahindra
307,TUV 300,1493.0,525000.0,2016,Third,Manual,100000.0,First,Diesel,Mahindra
308,Creta E,1497.0,1100000.0,2022,Third,Manual,20000.0,First,Petrol,Hyundai
309,X1 sDrive20d,1995.0,1900000.0,2017,Third,Automatic,100000.0,First,Diesel,BMW
310,Swift ZXI,1197.0,573000.0,2019,Third,Manual,65698.0,First,Petrol,Maruti
311,Terrano XL,1598.0,357000.0,2014,Third,Manual,82101.0,Second,Petrol,Nissan
312,Etios Liva,1364.0,456000.0,2015,Third,Manual,59819.0,Second,Diesel,Toyota
313,Alto K10,998.0,237000.0,2016,Zerodep,Manual,115250.0,First,Petrol,Maruti
314,Creta 1.6,1591.0,766000.0,2015,First,Manual,29033.0,First,Petrol,Hyundai
315,i20 Active,1197.0,479000.0,2015,Third,Manual,57294.0,Second,Petrol,Hyundai
316,Alto 800,796.0,270000.0,2018,Third,Manual,32464.0,First,Petrol,Maruti
317,Nexon 1.2,1198.0,691000.0,2018,Third,Automatic,12762.0,First,Petrol,Tata
318,KUV 100,1198.0,473000.0,2017,Third,Manual,51719.0,First,Diesel,Mahindra
319,Zen Estilo,998.0,115000.0,2011,Third,Manual,110000.0,First,Petrol,Maruti
320,Safari Storme,2179.0,700000.0,2017,Third,Manual,70000.0,Second,Diesel,Tata
321,Swift AMT,1248.0,700000.0,2018,Third,Automatic,60000.0,First,Diesel,Maruti
322,Slavia 1.0,999.0,1473000.0,2022,Third,Manual,10000.0,First,Petrol,Skoda
323,Swift VDI,1248.0,400000.0,2014,Third,Manual,80000.0,Third,Diesel,Maruti
324,Safari Storme,2179.0,751000.0,2016,Third,Manual,80000.0,Second,Diesel,Tata
325,i20 1.4,1396.0,570000.0,2018,Zerodep,Manual,66141.0,Second,Diesel,Hyundai
326,Tiago 1.2,1199.0,439000.0,2018,Third,Automatic,8769.0,Second,Petrol,Tata
327,Vitara Brezza,1248.0,739000.0,2018,First,Manual,30806.0,First,Diesel,Maruti
328,Alto 800,796.0,332000.0,2019,Third,Manual,33245.0,First,Petrol,Maruti
329,Xcent 1.2,1197.0,593000.0,2018,Third,Manual,42665.0,First,Petrol,Hyundai
330,Amaze S,1498.0,535000.0,2018,Zerodep,Manual,114431.0,First,Diesel,Honda
331,Baleno 1.2,1197.0,546000.0,2019,Third,Manual,38658.0,First,Petrol,Maruti
332,Grand i10,1197.0,504000.0,2018,Third,Manual,23724.0,First,Petrol,Hyundai
333,KWID RXL,799.0,300000.0,2021,Third,Manual,60000.0,Third,Petrol,Renault
334,Wagon R,998.0,650000.0,2022,Third,Manual,70000.0,First,CNG,Maruti
335,Verna 1.6,1591.0,300000.0,2012,Third,Manual,110000.0,Second,Petrol,Hyundai
336,Nexon 1.2,1198.0,545000.0,2017,Third,Manual,20000.0,First,Petrol,Tata
337,Verna SX,1493.0,1200000.0,2022,Third,Manual,40000.0,First,Diesel,Hyundai
338,KWID 1.0,999.0,315000.0,2017,First,Automatic,34061.0,First,Petrol,Renault
339,Grand i10,1197.0,470000.0,2018,Third,Manual,51140.0,Second,Petrol,Hyundai
340,i10 Magna,1086.0,249000.0,2014,Third,Manual,55076.0,First,Petrol,Hyundai
341,Grand i10,1120.0,315000.0,2015,Third,Manual,113593.0,Second,Diesel,Hyundai
342,Baleno 1.2,1197.0,469000.0,2016,Zerodep,Manual,54091.0,First,Petrol,Maruti
343,City 1.5,1497.0,494000.0,2012,Third,Automatic,56446.0,Second,Petrol,Honda
344,Santro Sportz,1086.0,476000.0,2018,First,Manual,41609.0,First,CNG,Hyundai
345,Baleno Delta,1197.0,630000.0,2021,Third,Manual,5806.0,First,Petrol,Maruti
346,Amaze S,1199.0,545000.0,2019,First,Manual,53873.0,First,Petrol,Honda
347,Ecosport 1.5,1498.0,300000.0,2013,Third,Manual,90000.0,First,Diesel,Ford
348,Fortuner 2.8,2755.0,3150000.0,2020,Third,Automatic,60000.0,First,Diesel,Toyota
349,Verna 1.6,1591.0,415000.0,2012,Third,Manual,60000.0,First,Petrol,Hyundai
350,City V,1498.0,890000.0,2021,Third,Manual,60000.0,First,Petrol,Honda
351,Ritz ZDi,1248.0,240000.0,2013,Third,Manual,100000.0,Third,Diesel,Maruti
352,Terrano XV,1461.0,460000.0,2015,Third,Manual,100000.0,First,Diesel,Nissan
353,Baleno 1.2,1197.0,500000.0,2018,Third,Manual,50000.0,Second,Petrol,Maruti
354,Wagon R,998.0,450000.0,2019,Third,Manual,80000.0,First,CNG,Maruti
355,Baleno 1.2,1197.0,633000.0,2019,Third,Manual,15415.0,First,Petrol,Maruti
356,Swift Dzire,1248.0,604000.0,2018,First,Automatic,55145.0,First,Diesel,Maruti
357,Celerio VXI,998.0,315000.0,2016,Third,Automatic,109688.0,First,Petrol,Maruti
358,Grand i10,1197.0,660000.0,2019,Third,Manual,18914.0,First,Petrol,Hyundai
359,EON Era,814.0,271000.0,2017,Third,Manual,67328.0,Second,Petrol,Hyundai
360,Ignis 1.2,1197.0,477000.0,2018,First,Manual,81741.0,First,Petrol,Maruti
361,Swift VXI,1197.0,586000.0,2021,Zerodep,Manual,43788.0,First,Petrol,Maruti
362,Grand i10,1197.0,402000.0,2016,First,Automatic,51520.0,Second,Petrol,Hyundai
363,Swift VXI,1197.0,358000.0,2014,First,Manual,60574.0,First,Petrol,Maruti
364,Ciaz ZXi,1373.0,513000.0,2016,Third,Manual,85507.0,First,Petrol,Maruti
365,Grand i10,1197.0,304000.0,2014,Third,Manual,100000.0,Third,Petrol,Hyundai
366,C-Class C,2143.0,700000.0,2012,Third,Automatic,110000.0,Second,Diesel,Mercedes-Benz
367,Scorpio S5,2179.0,1500000.0,2022,Third,Manual,80000.0,First,Diesel,Mahindra
368,Fortuner 2.8,2755.0,3250000.0,2020,Third,Automatic,60000.0,First,Diesel,Toyota
369,Aspire Trend,1499.0,500000.0,2017,Third,Manual,70000.0,First,Diesel,Ford
370,KWID RXT,799.0,350000.0,2018,Third,Manual,40000.0,First,Petrol,Renault
371,City i,1497.0,800000.0,2017,Third,Manual,70000.0,First,Petrol,Honda
372,Creta 1.4,1396.0,900000.0,2019,Third,Manual,60000.0,First,Diesel,Hyundai
373,Baleno Sigma,1197.0,656000.0,2021,Zerodep,Manual,34348.0,First,Petrol,Maruti
374,i20 Sportz,1197.0,682000.0,2020,Third,Manual,34139.0,First,Petrol,Hyundai
375,Baleno 1.2,1197.0,414000.0,2016,First,Manual,91960.0,First,Petrol,Maruti
376,City i,1497.0,526000.0,2016,First,Manual,27567.0,Second,Petrol,Honda
377,EON Era,814.0,307000.0,2018,Third,Manual,14669.0,First,Petrol,Hyundai
378,Ecosport 1.5,1498.0,527000.0,2016,Third,Manual,60047.0,Second,Diesel,Ford
379,Ecosport 1.5,1498.0,846000.0,2021,Third,Manual,63152.0,First,Diesel,Ford
380,Baleno 1.3,1248.0,639000.0,2019,Zerodep,Manual,100250.0,First,Diesel,Maruti
381,WR-V i-DTEC,1498.0,625000.0,2017,First,Manual,92708.0,Second,Diesel,Honda
382,Ciaz ZXi,1373.0,587000.0,2016,Third,Manual,47075.0,First,Petrol,Maruti
383,Elantra CRDi,1582.0,515000.0,2015,Third,Automatic,119655.0,Second,Diesel,Hyundai
384,Rapid 1.5,1498.0,600000.0,2017,Third,Automatic,120000.0,Second,Diesel,Skoda
385,S-Presso VXI,998.0,373000.0,2019,Third,Manual,40000.0,First,Petrol,Maruti
386,KWID RXT,799.0,300000.0,2017,Third,Automatic,110000.0,Second,Petrol,Renault
387,Santro Xing,1086.0,125000.0,2008,Third,Manual,60000.0,Second,Petrol,Hyundai
388,Ameo 1.5,1498.0,450000.0,2016,Third,Manual,70000.0,Second,Diesel,Volkswagen
389,Polo Diesel,1199.0,180000.0,2011,Third,Manual,80000.0,Fifth,Diesel,Volkswagen
390,Marazzo M2,1497.0,700000.0,2019,Third,Manual,70000.0,First,Diesel,Mahindra
391,Swift VDI,1248.0,285000.0,2011,Third,Manual,90000.0,Fourth,Diesel,Maruti
392,Grand i10,1197.0,555000.0,2019,Third,Manual,16772.0,Second,Petrol,Hyundai
393,Tiago NRG,1047.0,501000.0,2019,Third,Manual,49711.0,First,Diesel,Tata
394,Creta 1.4,1396.0,780000.0,2017,Zerodep,Manual,87608.0,First,Diesel,Hyundai
395,Ecosport 1.5,1498.0,710000.0,2019,First,Manual,82812.0,First,Diesel,Ford
396,WR-V SV,1199.0,743000.0,2021,Third,Manual,23673.0,First,Petrol,Honda
397,Nexon XM,1497.0,616000.0,2018,Third,Manual,34139.0,Second,Diesel,Tata
398,i20 Sportz,1197.0,490000.0,2017,Third,Manual,64302.0,Second,Petrol,Hyundai
399,Santro Xing,1086.0,230000.0,2013,First,Manual,77724.0,Second,CNG,Hyundai
400,Wagon R,998.0,561000.0,2020,Third,Manual,42649.0,First,CNG,Maruti
401,Grand i10,1197.0,520000.0,2017,First,Automatic,21231.0,First,Petrol,Hyundai
402,Wagon R,998.0,355000.0,2016,Third,Manual,25619.0,First,Petrol,Maruti
403,Nexon KRAZ,1198.0,617000.0,2018,First,Manual,49355.0,First,Petrol,Tata
404,Swift VDI,1248.0,280000.0,2011,Third,Manual,100000.0,Fourth,Diesel,Maruti
405,SX4 S,1248.0,800000.0,2018,Third,Manual,90000.0,First,Diesel,Maruti
406,Indigo TDI,1405.0,140000.0,2010,Third,Manual,90000.0,First,Diesel,Tata
407,Indigo TDI,1405.0,225000.0,2010,Third,Manual,90000.0,First,Diesel,Tata
408,Baleno Sigma,1197.0,700000.0,2023,Third,Manual,10000.0,First,Petrol,Maruti
409,Indica Aqua,1405.0,150000.0,2011,Third,Manual,110000.0,Fourth,Diesel,Tata
410,Ecosport 1.5,1498.0,450000.0,2014,Third,Manual,80000.0,Second,Diesel,Ford
411,Fortuner 4x2,2982.0,1500000.0,2016,Third,Automatic,120000.0,First,Diesel,Toyota
412,Nexon XZ,1199.0,872000.0,2022,Third,Manual,15525.0,First,Petrol,Tata
413,Celerio VXI,998.0,386000.0,2015,Third,Automatic,24371.0,First,Petrol,Maruti
414,Vitara Brezza,1248.0,553000.0,2016,First,Manual,106634.0,Second,Diesel,Maruti
415,Freestyle Ambiente,1498.0,504000.0,2018,First,Manual,90038.0,Second,Diesel,Ford
416,Swift Dzire,1248.0,476000.0,2015,First,Manual,67933.0,Second,Diesel,Maruti
417,Fortuner 2.8,2755.0,2970000.0,2018,First,Automatic,29486.0,First,Diesel,Toyota
418,Grand i10,1197.0,540000.0,2020,Third,Manual,16996.0,First,Petrol,Hyundai
419,Celerio X,998.0,379000.0,2018,Third,Automatic,124932.0,First,Petrol,Maruti
420,Glanza V,1197.0,656000.0,2020,First,Manual,25940.0,First,Petrol,Toyota
421,Grand i10,1197.0,500000.0,2019,Third,Manual,42299.0,Second,Petrol,Hyundai
422,Celerio X,998.0,491000.0,2018,Third,Manual,38933.0,First,Petrol,Maruti
423,SX4 S,1462.0,965000.0,2020,Third,Manual,39300.0,First,Petrol,Maruti
424,Indigo LX,1405.0,150000.0,2012,Third,Manual,120000.0,Second,Diesel,Tata
425,Wagon R,998.0,375000.0,2018,Third,Manual,60000.0,First,Petrol,Maruti
426,Terrano XL,1461.0,400000.0,2015,Third,Manual,70000.0,Second,Diesel,Nissan
427,Terrano XL,1461.0,353000.0,2015,Third,Manual,70000.0,Second,Diesel,Nissan
428,Baleno Zeta,1197.0,650000.0,2020,Third,Manual,40000.0,First,Petrol,Maruti
429,Swift Dzire,1248.0,520000.0,2016,Third,Automatic,120000.0,First,Diesel,Maruti
430,Grand i10,1197.0,497000.0,2019,Third,Manual,20329.0,First,Petrol,Hyundai
431,Polo 1.5,1498.0,734000.0,2018,Third,Manual,56598.0,First,Diesel,Volkswagen
432,Baleno Zeta,1197.0,682000.0,2021,Zerodep,Manual,22615.0,Second,Petrol,Maruti
433,Santro Sportz,1086.0,482000.0,2020,Third,Manual,85312.0,First,CNG,Hyundai
434,Santro Sportz,1086.0,559000.0,2022,Third,Manual,25586.0,First,CNG,Hyundai
435,Ignis 1.3,1248.0,562000.0,2017,Third,Automatic,60579.0,First,Diesel,Maruti
436,i20 Magna,1197.0,584000.0,2020,Third,Manual,95585.0,First,Petrol,Hyundai
437,Jetta 2.0L,1968.0,681000.0,2016,First,Manual,105068.0,First,Diesel,Volkswagen
438,Wagon R,998.0,319000.0,2015,Third,Manual,64154.0,First,Petrol,Maruti
439,i20 Magna,1197.0,540000.0,2017,Zerodep,Manual,31163.0,First,Petrol,Hyundai
440,City i,1497.0,493000.0,2015,Third,Manual,92675.0,Second,Petrol,Honda
441,Ciaz ZDi,1248.0,650000.0,2016,Third,Manual,70000.0,First,Diesel,Maruti
442,Spark 1.0,995.0,135000.0,2009,Third,Manual,30000.0,First,Petrol,Chevrolet
443,Venue SX,998.0,800000.0,2021,Third,Manual,50000.0,First,Petrol,Hyundai
444,Eeco 7,1196.0,500000.0,2022,Third,Manual,20000.0,First,Petrol,Maruti
445,Zen Estilo,998.0,80000.0,2009,Third,Manual,40000.0,Second,Petrol,Maruti
446,Scorpio 1.99,1997.0,1000000.0,2016,Third,Manual,120000.0,Second,Diesel,Mahindra
447,Hector Shine,1451.0,1500000.0,2022,Third,Manual,10000.0,First,Petrol,MG
448,XUV500 W8,2179.0,650000.0,2015,Third,Manual,90000.0,First,Diesel,Mahindra
449,Rapid 1.5,1498.0,394000.0,2015,Third,Manual,99484.0,First,Diesel,Skoda
450,Alto K10,998.0,242000.0,2014,Third,Manual,51156.0,First,Petrol,Maruti
451,City i-VTEC,1497.0,813000.0,2019,First,Manual,38693.0,Second,Petrol,Honda
452,Baleno 1.2,1197.0,591000.0,2017,Zerodep,Automatic,27626.0,First,Petrol,Maruti
453,Thar CRDe,2498.0,652000.0,2017,Third,Manual,63510.0,First,Diesel,Mahindra
454,Wagon R,998.0,293000.0,2015,First,Manual,96498.0,First,Petrol,Maruti
455,Etios Liva,1364.0,552000.0,2018,Third,Manual,26195.0,First,Diesel,Toyota
456,Tiago 1.2,1199.0,404000.0,2018,Third,Manual,38017.0,First,Petrol,Tata
457,City i-VTEC,1497.0,737000.0,2018,Third,Manual,48978.0,First,Petrol,Honda
458,Thar CRDe,2498.0,682000.0,2018,Zerodep,Manual,35083.0,Second,Diesel,Mahindra
459,Swift VXI,1197.0,542000.0,2019,Third,Manual,56907.0,First,Petrol,Maruti
460,Swift Dzire,1197.0,641000.0,2018,Third,Automatic,67778.0,First,Petrol,Maruti
461,Safari Storme,2179.0,510000.0,2015,Third,Manual,120000.0,Second,Diesel,Tata
462,Compass 2.0,1956.0,2250000.0,2021,Third,Manual,50000.0,First,Diesel,Jeep
463,Indigo Classic,1396.0,150000.0,2012,Third,Manual,110000.0,Second,Diesel,Tata
464,Amaze EX,1198.0,250000.0,2013,Third,Manual,110000.0,Second,Petrol,Honda
465,Thar LX,2184.0,1020000.0,2021,Third,Manual,80000.0,Third,Diesel,Mahindra
466,Tiago XZ,1199.0,499000.0,2021,Third,Manual,50000.0,Second,Petrol,Tata
467,Ciaz Delta,1462.0,770000.0,2020,Third,Manual,70000.0,First,Petrol,Maruti
468,Endeavour Titanium,2198.0,2600000.0,2019,Third,Automatic,110000.0,First,Diesel,Ford
469,KWID 1.0,999.0,472000.0,2021,Third,Automatic,31945.0,Second,Petrol,Renault
470,Rapid 1.5,1498.0,655000.0,2017,Zerodep,Manual,104774.0,First,Diesel,Skoda
471,Swift VDI,1248.0,439000.0,2017,Zerodep,Manual,124644.0,First,Diesel,Maruti
472,Etios STD,1364.0,466000.0,2015,Third,Manual,61959.0,Second,Diesel,Toyota
473,i20 Asta,998.0,1047000.0,2021,Third,Automatic,14785.0,First,Petrol,Hyundai
474,Vitara Brezza,1248.0,763000.0,2019,Zerodep,Manual,54264.0,First,Diesel,Maruti
475,Grand i10,1197.0,331000.0,2015,First,Manual,40071.0,Second,Petrol,Hyundai
476,Amaze S,1199.0,594000.0,2018,Third,Automatic,37153.0,First,Petrol,Honda
477,Ciaz Delta,1462.0,621000.0,2019,Zerodep,Manual,91391.0,First,Petrol,Maruti
478,Glanza G,1197.0,605000.0,2020,Third,Manual,20580.0,Second,Petrol,Toyota
479,Ameo 1.2,1198.0,411000.0,2016,Third,Manual,83810.0,Second,Petrol,Volkswagen
480,XUV700 AX5,1999.0,1800000.0,2022,Third,Manual,10000.0,First,Petrol,Mahindra
481,Vitara Brezza,1248.0,700000.0,2017,Third,Manual,120000.0,First,Diesel,Maruti
482,3 Series,1995.0,930000.0,2012,Third,Automatic,120000.0,Second,Diesel,BMW
483,3 Series,1995.0,1050000.0,2014,Third,Automatic,100000.0,First,Diesel,BMW
484,Vitara Brezza,1462.0,850000.0,2021,Third,Manual,40000.0,First,Petrol,Maruti
485,Scorpio VLX,2179.0,425000.0,2012,Third,Manual,120000.0,First,Diesel,Mahindra
486,Alto LXi,796.0,120000.0,2010,Third,Manual,90000.0,Second,Petrol,Maruti
487,City i-DTEC,1498.0,750000.0,2018,Third,Manual,70000.0,First,Diesel,Honda
488,Grand i10,1197.0,452000.0,2018,Third,Manual,73914.0,First,Petrol,Hyundai
489,Tigor XZ,1199.0,734000.0,2022,Third,Manual,44321.0,First,CNG,Tata
490,SX4 S,1248.0,503000.0,2015,Third,Manual,60743.0,Second,Diesel,Maruti
491,Wagon R,998.0,537000.0,2021,Third,Manual,36430.0,First,CNG,Maruti
492,City i,1497.0,724000.0,2017,First,Automatic,63157.0,Second,Petrol,Honda
493,Swift VDI,1248.0,469000.0,2017,Third,Manual,73848.0,First,Diesel,Maruti
494,Swift Dzire,1197.0,650000.0,2020,Third,Manual,22328.0,Second,Petrol,Maruti
495,Celerio ZXI,998.0,547000.0,2022,First,Manual,3592.0,First,Petrol,Maruti
496,Wagon R,998.0,324000.0,2017,First,Manual,57138.0,First,Petrol,Maruti
497,Creta 1.6,1591.0,934000.0,2019,Third,Manual,52076.0,First,Petrol,Hyundai
498,Swift Dzire,1197.0,430000.0,2016,Third,Manual,53383.0,Second,Petrol,Maruti
499,KUV 100,1198.0,403000.0,2017,First,Manual,77551.0,First,Diesel,Mahindra
500,SX4 ZDI,1248.0,300000.0,2012,Third,Manual,120000.0,First,Diesel,Maruti
501,SX4 S,1248.0,800000.0,2020,Third,Manual,80000.0,First,Diesel,Maruti
502,Endeavour 3.2,3198.0,2180000.0,2018,Third,Automatic,150000.0,First,Diesel,Ford
503,Safari Storme,2179.0,700000.0,2016,Third,Manual,120000.0,Second,Diesel,Tata
504,Scorpio VLX,2179.0,400000.0,2012,Third,Manual,150000.0,First,Diesel,Mahindra
505,Aura S,1197.0,775000.0,2022,Third,Manual,40000.0,First,CNG,Hyundai
506,SX4 S,1248.0,780000.0,2020,Third,Manual,80000.0,First,Diesel,Maruti
507,WR-V Edge,1498.0,620000.0,2018,Third,Manual,85965.0,First,Diesel,Honda
508,Swift VXI,1197.0,465000.0,2017,Third,Manual,42955.0,First,Petrol,Maruti
509,WR-V i-VTEC,1199.0,575000.0,2018,Third,Manual,30143.0,Second,Petrol,Honda
510,S-Presso VXI,998.0,388000.0,2021,Zerodep,Manual,25844.0,First,Petrol,Maruti
511,Jazz VX,1199.0,692000.0,2018,Third,Automatic,55374.0,First,Petrol,Honda
512,City i-VTEC,1497.0,649000.0,2018,Third,Manual,57243.0,First,Petrol,Honda
513,Celerio VXI,998.0,292000.0,2014,First,Automatic,65187.0,First,Petrol,Maruti
514,Wagon R,998.0,225000.0,2013,Third,Manual,82871.0,Second,Petrol,Maruti
515,Alto 800,796.0,353000.0,2020,Zerodep,Manual,8695.0,First,Petrol,Maruti
516,Grand i10,1197.0,628000.0,2019,Zerodep,Manual,38942.0,First,Petrol,Hyundai
517,Vitara Brezza,1248.0,593000.0,2017,Third,Manual,67646.0,First,Diesel,Maruti
518,Grand i10,1197.0,370000.0,2016,First,Manual,47118.0,First,Petrol,Hyundai
519,Bolero Neo,1493.0,1150000.0,2022,Third,Manual,30000.0,First,Diesel,Mahindra
520,Santro Sportz,1086.0,450000.0,2019,Third,Manual,40000.0,First,Petrol,Hyundai
521,Figo Petrol,1196.0,210000.0,2013,Third,Manual,60000.0,First,Petrol,Ford
522,Swift Dzire,1197.0,700000.0,2020,Third,Manual,50000.0,First,Petrol,Maruti
523,Etios GD,1364.0,250000.0,2012,Third,Manual,50000.0,First,Diesel,Toyota
524,i10 Magna,1086.0,180000.0,2010,Third,Manual,40000.0,Second,Petrol,Hyundai
525,Indigo LX,1405.0,105000.0,2006,Third,Manual,110000.0,Second,Diesel,Tata
526,Alto 800,796.0,209000.0,2015,First,Manual,72796.0,First,Petrol,Maruti
527,XL6 Alpha,1462.0,1251000.0,2022,Third,Manual,44809.0,First,Petrol,Maruti
528,Alto 800,796.0,224000.0,2016,Third,Manual,77168.0,Second,Petrol,Maruti
529,Grand i10,1197.0,556000.0,2020,Zerodep,Manual,8269.0,First,Petrol,Hyundai
530,i20 Sportz,1197.0,413000.0,2016,First,Manual,97152.0,First,Petrol,Hyundai
531,Wagon R,998.0,603000.0,2022,Third,Manual,13642.0,First,CNG,Maruti
532,Ciaz Sigma,1462.0,709000.0,2021,Third,Manual,22495.0,First,Petrol,Maruti
533,Tiago 1.2,1199.0,406000.0,2019,Third,Manual,63190.0,First,Petrol,Tata
534,Wagon R,998.0,266000.0,2014,First,Manual,63838.0,Second,Petrol,Maruti
535,Terrano XV,1461.0,579000.0,2017,Zerodep,Automatic,119803.0,First,Diesel,Nissan
536,Grand i10,1197.0,402000.0,2018,Zerodep,Manual,44626.0,First,Petrol,Hyundai
537,Wagon R,998.0,380000.0,2018,Third,Manual,120000.0,First,CNG,Maruti
538,Scorpio VLX,2179.0,380000.0,2012,Third,Manual,120000.0,First,Diesel,Mahindra
539,Baleno Zeta,1197.0,600000.0,2019,Third,Manual,70000.0,First,Petrol,Maruti
540,Grand i10,1197.0,350000.0,2015,Third,Manual,70000.0,First,Petrol,Hyundai
541,Aria Pleasure,2179.0,350000.0,2011,Third,Manual,70000.0,First,Diesel,Tata
542,Tavera 2,2499.0,250000.0,2006,Third,Manual,120000.0,Fifth,Diesel,Chevrolet
543,Altroz XT,1199.0,750000.0,2022,Third,Manual,20000.0,First,Petrol,Tata
544,Swift Dzire,1197.0,500000.0,2019,Third,Manual,70000.0,Second,Petrol,Maruti
545,Ameo 1.5,1498.0,444000.0,2017,Third,Automatic,117881.0,First,Diesel,Volkswagen
546,Grand i10,1197.0,364000.0,2017,First,Manual,41866.0,Second,Petrol,Hyundai
547,Magnite Turbo,999.0,699000.0,2021,Zerodep,Manual,52141.0,First,Petrol,Nissan
548,Tiago 1.2,1199.0,388000.0,2018,Third,Manual,41852.0,Second,Petrol,Tata
549,Wagon R,998.0,603000.0,2021,Third,Manual,82599.0,First,CNG,Maruti
550,Verna CRDi,1582.0,729000.0,2018,Zerodep,Manual,125345.0,First,Diesel,Hyundai
551,Swift VXI,1197.0,359000.0,2014,First,Manual,70344.0,First,Petrol,Maruti
552,Wagon R,998.0,355000.0,2018,Third,Manual,69705.0,First,Petrol,Maruti
553,Aura S,1186.0,645000.0,2020,Third,Manual,51452.0,First,Diesel,Hyundai
554,i20 Sportz,1197.0,586000.0,2019,Third,Manual,32175.0,First,Petrol,Hyundai
555,Thar CRDe,2498.0,742000.0,2019,Third,Manual,42221.0,First,Diesel,Mahindra
556,Aura SX,998.0,789000.0,2020,Third,Manual,789.0,First,Petrol,Hyundai
557,Figo Diesel,1399.0,170000.0,2011,Third,Manual,120000.0,Second,Diesel,Ford
558,Wagon R,998.0,245000.0,2014,Third,Manual,60000.0,Third,Petrol,Maruti
559,Micra XV,1198.0,160000.0,2012,Third,Manual,80000.0,Second,Petrol,Nissan
560,WR-V i-VTEC,1199.0,725000.0,2018,Third,Manual,60000.0,First,Petrol,Honda
561,City i,1498.0,580000.0,2014,Third,Manual,80000.0,First,Diesel,Honda
562,Creta 1.6,1582.0,1100000.0,2017,Third,Manual,70000.0,First,Diesel,Hyundai
563,Baleno 1.2,1197.0,520000.0,2017,Third,Manual,20000.0,First,Petrol,Maruti
564,Creta 1.4,1396.0,743000.0,2018,Zerodep,Manual,86930.0,First,Diesel,Hyundai
565,KWID 1.0,999.0,313000.0,2018,First,Manual,42155.0,Second,Petrol,Renault
566,Swift VDI,1248.0,454000.0,2017,Third,Manual,56523.0,First,Diesel,Maruti
567,Verna VTVT,1591.0,749000.0,2018,First,Manual,50535.0,Second,Petrol,Hyundai
568,Alto 800,796.0,423000.0,2021,First,Manual,52604.0,First,CNG,Maruti
569,Swift Dzire,1248.0,661000.0,2018,Third,Manual,71728.0,Second,Diesel,Maruti
570,Wagon R,998.0,563000.0,2021,Zerodep,Manual,44769.0,First,CNG,Maruti
571,S-Presso VXI,998.0,536000.0,2021,Zerodep,Manual,24447.0,First,CNG,Maruti
572,Grand i10,1197.0,458000.0,2018,First,Manual,22466.0,First,Petrol,Hyundai
573,Ciaz Delta,1462.0,780000.0,2021,Third,Manual,38754.0,First,Petrol,Maruti
574,Duster 110PS,1461.0,531000.0,2016,First,Automatic,56156.0,First,Diesel,Renault
575,Swift Dzire,1197.0,570000.0,2020,Zerodep,Manual,74490.0,First,Petrol,Maruti
576,Etios VX,1496.0,300000.0,2011,Third,Manual,60000.0,Second,Petrol,Toyota
577,Nexon XM,1199.0,750000.0,2021,Third,Manual,40000.0,Second,Petrol,Tata
578,Thar CRDe,2498.0,800000.0,2018,Third,Manual,50000.0,Second,Diesel,Mahindra
579,Alto K10,998.0,195000.0,2014,Third,Manual,90000.0,First,Petrol,Maruti
580,Terrano XL,1461.0,330000.0,2013,Third,Manual,80000.0,Second,Diesel,Nissan
581,Creta 1.6,1591.0,800000.0,2016,Third,Manual,20000.0,First,Petrol,Hyundai
582,Scorpio VLX,2179.0,425000.0,2012,Third,Manual,120000.0,Second,Diesel,Mahindra
583,S-Presso VXI,998.0,420000.0,2019,Third,Manual,40000.0,First,Petrol,Maruti
584,Etios Liva,1364.0,487000.0,2018,Third,Manual,89891.0,First,Diesel,Toyota
585,Swift VXI,1197.0,531000.0,2018,Zerodep,Automatic,84985.0,First,Petrol,Maruti
586,Verna VTVT,1591.0,746000.0,2018,Third,Manual,74397.0,Second,Petrol,Hyundai
